Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2018-06,7347838.20,https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/4016/transactions_over_500_may_2018.csv https://www.darlington.gov.uk/media/6934/transactions_over_500_june_2018.csv https://www.darlington.gov.uk/media/7123/transactions_over_500_july__2018.csv https://www.darlington.gov.uk/media/7332/transactions_over_500_august__2018.csv https://www.darlington.gov.uk/media/7587/transactions_over_500_september__2018.csv https://www.darlington.gov.uk/media/7811/transactions_over_500_october__2018.csv https://www.darlington.gov.uk/media/7948/transactions_over_500_november__2018.csv https://www.darlington.gov.uk/media/8096/transactions_over_500_december_2018.csv https://www.darlington.gov.uk/media/8284/transactions_over_500_january_2019.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv
2018-07,9074648.95,https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/4013/10_transactions_over_500_march_2018.csv https://www.darlington.gov.uk/media/7123/transactions_over_500_july__2018.csv https://www.darlington.gov.uk/media/7332/transactions_over_500_august__2018.csv https://www.darlington.gov.uk/media/7587/transactions_over_500_september__2018.csv https://www.darlington.gov.uk/media/7811/transactions_over_500_october__2018.csv https://www.darlington.gov.uk/media/7948/transactions_over_500_november__2018.csv https://www.darlington.gov.uk/media/8096/transactions_over_500_december_2018.csv https://www.darlington.gov.uk/media/8284/transactions_over_500_january_2019.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8595/transactions_over_500_march_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv
2018-08,8601409.73,https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/7123/transactions_over_500_july__2018.csv https://www.darlington.gov.uk/media/7332/transactions_over_500_august__2018.csv https://www.darlington.gov.uk/media/7587/transactions_over_500_september__2018.csv https://www.darlington.gov.uk/media/7811/transactions_over_500_october__2018.csv https://www.darlington.gov.uk/media/7948/transactions_over_500_november__2018.csv https://www.darlington.gov.uk/media/8096/transactions_over_500_december_2018.csv https://www.darlington.gov.uk/media/8284/transactions_over_500_january_2019.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv
2018-09,10058216.72,https://www.darlington.gov.uk/media/7587/transactions_over_500_september__2018.csv https://www.darlington.gov.uk/media/7811/transactions_over_500_october__2018.csv https://www.darlington.gov.uk/media/7948/transactions_over_500_november__2018.csv https://www.darlington.gov.uk/media/8096/transactions_over_500_december_2018.csv https://www.darlington.gov.uk/media/8284/transactions_over_500_january_2019.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8595/transactions_over_500_march_2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv
2018-10,6990143.40,https://www.darlington.gov.uk/media/7811/transactions_over_500_october__2018.csv https://www.darlington.gov.uk/media/7948/transactions_over_500_november__2018.csv https://www.darlington.gov.uk/media/8096/transactions_over_500_december_2018.csv https://www.darlington.gov.uk/media/8284/transactions_over_500_january_2019.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8595/transactions_over_500_march_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
2018-11,9661647.16,https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/7948/transactions_over_500_november__2018.csv https://www.darlington.gov.uk/media/8096/transactions_over_500_december_2018.csv https://www.darlington.gov.uk/media/8284/transactions_over_500_january_2019.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8595/transactions_over_500_march_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
2018-12,8664748.72,https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/4010/10_transactions_over_500_january_2018.csv https://www.darlington.gov.uk/media/4011/10_transactions_over_500_february_2018.csv https://www.darlington.gov.uk/media/8096/transactions_over_500_december_2018.csv https://www.darlington.gov.uk/media/8284/transactions_over_500_january_2019.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8595/transactions_over_500_march_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv
2019-01,8698959.82,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/4011/10_transactions_over_500_february_2018.csv https://www.darlington.gov.uk/media/8284/transactions_over_500_january_2019.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8595/transactions_over_500_march_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
2019-02,7628105.78,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/8284/transactions_over_500_january_2019.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8595/transactions_over_500_march_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv
2019-03,9115249.41,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/4018/transactions_over_500_april_2018.csv https://www.darlington.gov.uk/media/8500/transactions_over_500_february_2019.csv https://www.darlington.gov.uk/media/8595/transactions_over_500_march_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv
2019-04,11201064.53,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
2019-05,13011556.79,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
